MCCID_GIS,the_geom,NAME,MCCID_STR,MAPLABEL,XDATE
199,"LINESTRING (144.973413964937 -37.836184187816, 144.973505616943 -37.835666296178, 144.973550931486 -37.835534847777, 144.973659174812 -37.835281699301)",QUEENS  RD,STREET_NAME_EXT_10000_Label,,20160122
242,"LINESTRING (144.937466529098 -37.83836349906, 144.940749583596 -37.840263248679, 144.946844710808 -37.843787069356, 144.94985364364 -37.84553421985)",GRAHAM  ST,STREET_NAME_EXT_10000_Label,,20160122
185,"LINESTRING (144.975459350798 -37.795588564305, 144.976946111755 -37.795744735305)",ROSE  ST,STREET_NAME_EXT_10000_Label,,20160122
2,"LINESTRING (144.991386773277 -37.809513314031, 144.991577064321 -37.808376851253)",HODDLE  ST,STREET_NAME_EXT_10000_Label,,20160122
17,"LINESTRING (144.988968224833 -37.840800659518, 144.989380717584 -37.838788396985)",MYRTLE  ST,STREET_NAME_EXT_5000_Label,,20160122
8,"LINESTRING (144.970522237956 -37.830301240773, 144.970540410193 -37.831073348839)",MIDDLETON  LA,STREET_NAME_EXT_5000_Label,,20160122
320,"LINESTRING (144.948012919217 -37.808390043738, 144.948213804925 -37.808587838358)",CL1182,Street_Label_2000,CL1182,20210923
32,"LINESTRING (144.961984893314 -37.853479378992, 144.96319240909 -37.854103939965)",ASHWORTH  ST,STREET_NAME_EXT_5000_Label,,20160122
290,"LINESTRING (144.968217794733 -37.854728309529, 144.972795654505 -37.857116997008)",YORK  ST,STREET_NAME_EXT_10000_Label,,20160122
245,"LINESTRING (144.937870201883 -37.83798826974, 144.941514891601 -37.835732393015, 144.941912622537 -37.835488119647, 144.944550582185 -37.833871933577)",PRINCES  ST,STREET_NAME_EXT_10000_Label,,20160122
355,"LINESTRING (144.978630592782 -37.866866644184, 144.981435528979 -37.865189407496)",HAVELOCK  ST,STREET_NAME_EXT_10000_Label,,20160122
249,"LINESTRING (144.947196927258 -37.831631903322, 144.949743981282 -37.830076799135, 144.95261327749 -37.828326270196)",GLADSTONE  ST,STREET_NAME_EXT_10000_Label,,20160122
254,"LINESTRING (144.950151440401 -37.834888662549, 144.950723181367 -37.83613958231, 144.950681437478 -37.836339705068, 144.950547246056 -37.836609950741, 144.950095462158 -37.837563293535, 144.948673087656 -37.84056443048)",IFFLA  ST,STREET_NAME_EXT_10000_Label,,20160122
102,"LINESTRING (144.962526074723 -37.836838035546, 144.9646699003 -37.836214401084, 144.965047729196 -37.836105761868, 144.966489888217 -37.835682119863, 144.966744209311 -37.835613771628, 144.967060198592 -37.835528302985, 144.967292412979 -37.835429262631, 144.967547896629 -37.835318500049, 144.967780441131 -37.835207341825, 144.967974921407 -37.835089463931, 144.968177545538 -37.834953540574, 144.968420394427 -37.834745570063, 144.968914399617 -37.834305523809)",COBDEN  ST,STREET_NAME_EXT_10000_Label,,20160122
183,"LINESTRING (144.968671753542 -37.81973927667, 144.969183473497 -37.81973107799, 144.969394609165 -37.819740713181, 144.971130734082 -37.819620572597, 144.971132975829 -37.819640431695, 144.97140042276 -37.819635524486, 144.971667675871 -37.819648899629, 144.971933680355 -37.819675459724, 144.972176514418 -37.819716725873, 144.972415673309 -37.819769693289, 144.972652476242 -37.819830364035, 144.972882396634 -37.819913150123, 144.973104408247 -37.820008558553, 144.973317411581 -37.820116116838, 144.973356826732 -37.820137288032, 144.973594973256 -37.820293952276, 144.973822893622 -37.820458964642, 144.974031604119 -37.820639272573, 144.974219454768 -37.820833450627, 144.97439551942 -37.82103518612, 144.974839306009 -37.821648926206, 144.974881671558 -37.821735531882, 144.974918323175 -37.821823510091, 144.974945133961 -37.821913638457, 144.974961897229 -37.822005222175, 144.974968763958 -37.822097554194)",BOATHOUSE  DRIVE,Street_Label_15000,Boathouse  Drive,20210923
219,"LINESTRING (144.97683444946 -37.808012766592, 144.977049817297 -37.806727974887)",BRUNSWICK  ST,STREET_NAME_EXT_10000_Label,,20160122
283,"LINESTRING (144.981675962776 -37.865292061343, 144.982270620061 -37.865369801116)",BLANCHE  ST,STREET_NAME_EXT_10000_Label,,20160122
625,"LINESTRING (144.964388709632 -37.804371989473, 144.964616639412 -37.804396625769)",CL1282,Street_Label_2000,CL1282,20210923
31,"LINESTRING (144.960363797736 -37.852641326095, 144.961704336067 -37.853336978979)",ASHWORTH  ST,STREET_NAME_EXT_5000_Label,,20160122
4,"LINESTRING (144.991334651422 -37.81095784963, 144.992708513333 -37.81110195809)",ELIZABETH  ST,STREET_NAME_EXT_10000_Label,,20160122
334,"LINESTRING (144.944628020225 -37.831189943251, 144.951109339728 -37.827393328407)",NORMANBY  RD,STREET_NAME_EXT_10000_Label,,20160122
98,"LINESTRING (144.977588487206 -37.859872173969, 144.981612212169 -37.864140590981)",GREY  ST,STREET_NAME_EXT_10000_Label,,20160122
22,"LINESTRING (144.976327992019 -37.844538298029, 144.97803675685 -37.844131054846)",HANNA  ST,STREET_NAME_EXT_10000_Label,,20160122
73,"LINESTRING (144.930775247054 -37.790110287902, 144.930384620548 -37.790065815295)",PH8035,Street_Label_2000,PH8035,20210923
690,"LINESTRING (144.965501077208 -37.795240547938, 144.965370780757 -37.794936287611)",CL1598,Street_Label_2000,CL1598,20210923
719,"LINESTRING (144.960238477212 -37.816255993197, 144.960419838763 -37.816652348224, 144.960448757053 -37.816701808185, 144.960503756572 -37.816823409283, 144.960520043076 -37.816864604735, 144.960612440807 -37.817072219172)",BANK  PLACE,Street_Label_2000,Bank  Place,20210923
149,"LINESTRING (144.931770527036 -37.787619469542, 144.932353978756 -37.78682072831)",SHIELDS  ST,STREET_NAME_EXT_10000_Label,,20160122
76,"LINESTRING (144.973470893838 -37.8613579519, 144.974117544948 -37.860971331468)",SCOOP'S  LANE,STREET_NAME_EXT_5000_Label,,20160122
129,"LINESTRING (144.985802492669 -37.842405034677, 144.990287435966 -37.842974071477)",NICHOLSON  ST,STREET_NAME_EXT_10000_Label,,20160122
220,"LINESTRING (144.979061077052 -37.808250682044, 144.979290679413 -37.806957250824)",NAPIER  ST,STREET_NAME_EXT_10000_Label,,20160122
91,"LINESTRING (144.94930798328 -37.840877886157, 144.949926140991 -37.842229287065)",DURHAM  ST,STREET_NAME_EXT_10000_Label,,20160122
158,"LINESTRING (144.934389572279 -37.788446927235, 144.934473734119 -37.787943893855, 144.935078794648 -37.786945607342)",HOLLAND  CRT,STREET_NAME_EXT_10000_Label,,20160122
34,"LINESTRING (144.96147351313 -37.797331490364, 144.962102713036 -37.797408906932, 144.962081586735 -37.797595529456, 144.962161017887 -37.797615911625, 144.964243372086 -37.797840687601)",MASSON  ROAD,Arcade_Label,Masson  Road,20210528
1101,"LINESTRING (144.967534033797 -37.811167727807, 144.967877135964 -37.811066355358)",BELMAN  PLACE,Street_Label_2000,Belman  Place,20210923
920,"LINESTRING (144.927249715469 -37.79482801266, 144.926941548467 -37.795012773765, 144.926628469922 -37.795196256216)",CL1662,Street_Label_2000,CL1662,20210923
8,"LINESTRING (144.946112506256 -37.819023767946, 144.945678650422 -37.818033057308, 144.940896293317 -37.819860229167, 144.940786208691 -37.819825403022, 144.940132699205 -37.820011847451, 144.939674613741 -37.819911434339)",VICTORIA  HARBOUR  PROMENADE,Street_Label_2000,Victoria  Harbour  Promenade,20210923
54,"LINESTRING (144.976173526 -37.862291307717, 144.976578635407 -37.86272473322)",INVERLEITH  ST,STREET_NAME_EXT_5000_Label,,20160122
241,"LINESTRING (144.939586075723 -37.837023410471, 144.942462361276 -37.838659808799, 144.954702505559 -37.845745949235)",LIARDET  ST,STREET_NAME_EXT_10000_Label,,20160122
105,"LINESTRING (144.9752579411 -37.863596453859, 144.977853236306 -37.862078248014, 144.977900248702 -37.862036652888, 144.977909545411 -37.861976236762, 144.9778947584 -37.861957810595, 144.977813339375 -37.861859489872, 144.977806524014 -37.861829085305, 144.977807186037 -37.861804865981, 144.977815821877 -37.861768670107, 144.977855025735 -37.861732998511, 144.978694293087 -37.861238588784)",EILDON  RD,STREET_NAME_EXT_10000_Label,,20160122
289,"LINESTRING (144.966596297899 -37.856414920581, 144.968262037746 -37.854408125628, 144.96999479224 -37.85379425941)",FRASER  ST,STREET_NAME_EXT_10000_Label,,20160122
288,"LINESTRING (144.965679546331 -37.851610455109, 144.968816930195 -37.854052613541)",RICHARDSON  ST,STREET_NAME_EXT_10000_Label,,20160122
104,"LINESTRING (144.990317982944 -37.868520501846, 144.990378111685 -37.868265637982, 144.990644972851 -37.866852233711, 144.990843325253 -37.865705618166, 144.990928807523 -37.865222668165, 144.991090226329 -37.864316258952, 144.991120491689 -37.864181303998, 144.991582991163 -37.861567225469, 144.991618604514 -37.861375162285, 144.992231044586 -37.858016134126, 144.992348986156 -37.857310681913, 144.992821399046 -37.854760635586, 144.992852473884 -37.854595589081, 144.993087876417 -37.853349597105, 144.993269377469 -37.852401378048, 144.993766529785 -37.849203127049, 144.994117154117 -37.84695645541, 144.994152509823 -37.846773418079, 144.994755682318 -37.84374352211, 144.995198598916 -37.841576396553, 144.995422017384 -37.840487253175, 144.995594296272 -37.839596078592, 144.995650989161 -37.839326102305, 144.996155169584 -37.836851725894, 144.99654391648 -37.834991362783)",CHAPEL  ST,STREET_NAME_EXT_10000_Label,,20160122
87,"LINESTRING (144.964669647613 -37.850242224504, 144.965779681126 -37.850992331248, 144.966022334732 -37.851185148613, 144.967294457163 -37.852173823577, 144.967566428575 -37.852382863227, 144.969421350214 -37.853821705633)",CANTERBURY  PL,STREET_NAME_EXT_5000_Label,,20160122
261,"LINESTRING (144.951543877683 -37.841128086769, 144.95311760873 -37.844623519593)",MOUBRAY  ST,STREET_NAME_EXT_10000_Label,,20160122
73,"LINESTRING (144.97435233309 -37.862673518378, 144.976496105513 -37.86140576503, 144.976569116922 -37.861184275895, 144.97789613278 -37.860400971089)",JACKSON  ST,STREET_NAME_EXT_5000_Label,,20160122
91,"LINESTRING (144.957947886408 -37.844423721372, 144.958930952446 -37.843560831087)",HERBERT  PL,STREET_NAME_EXT_5000_Label,,20160122
34,"LINESTRING (144.965229784045 -37.855169941749, 144.96676757658 -37.855973760833)",ASHWORTH  ST,STREET_NAME_EXT_5000_Label,,20160122
89,"LINESTRING (144.954669225711 -37.846581029876, 144.957003091036 -37.84778960817)",NEVILLE  ST,STREET_NAME_EXT_5000_Label,,20160122
48,"LINESTRING (144.938604085764 -37.843263791217, 144.939463801111 -37.842334205552)",POST OFFICE  PL,STREET_NAME_EXT_5000_Label,,20160122
194,"LINESTRING (144.977766811874 -37.808112395112, 144.97798543391 -37.806819528783)",YOUNG  ST,STREET_NAME_EXT_10000_Label,,20160122
180,"LINESTRING (144.96989510303 -37.79228624449, 144.970101277278 -37.791106112103)",DRUMMOND  ST,STREET_NAME_EXT_10000_Label,,20160122
161,"LINESTRING (144.943922781874 -37.82878774395, 144.944544492518 -37.826530118049)",WHITE  ST,STREET_NAME_EXT_10000_Label,,20160122
316,"LINESTRING (144.995562350251 -37.83702161429, 144.995915113444 -37.837298862671)",FOREST  HILL,STREET_NAME_EXT_10000_Label,,20160122
184,"LINESTRING (144.975556992465 -37.795005257073, 144.977050218291 -37.795162107316)",LEICESTER  ST,STREET_NAME_EXT_10000_Label,,20160122
43,"LINESTRING (144.950657370446 -37.831499011394, 144.94962239309 -37.832135512561)",ALFRED  ST,STREET_NAME_EXT_5000_Label,,20160122
279,"LINESTRING (144.982346786035 -37.861566714213, 144.984336097182 -37.861827332917)",WATERLOO  CR,STREET_NAME_EXT_10000_Label,,20160122
84,"LINESTRING (144.946031482245 -37.83555364785, 144.946881520212 -37.836056563099)",DAVIES  ST,STREET_NAME_EXT_10000_Label,,20160122
192,"LINESTRING (144.973804091898 -37.805406059918, 144.97548177445 -37.805582289272)",GERTRUDE   ST,STREET_NAME_EXT_10000_Label,,20160122
47,"LINESTRING (144.938513943097 -37.842085282001, 144.938715761298 -37.841871505571)",EDWARDS  LA,STREET_NAME_EXT_5000_Label,,20160122
303,"LINESTRING (144.963858594705 -37.853810983716, 144.967115650285 -37.855513503558)",PATTERSON  ST,STREET_NAME_EXT_10000_Label,,20160122
205,"LINESTRING (144.969430713191 -37.787303744854, 144.970647535286 -37.787425666119)",FENWICK  ST,STREET_NAME_EXT_10000_Label,,20160122
115,"LINESTRING (144.973411536794 -37.863374526945, 144.973585659218 -37.863684588957, 144.97364688427 -37.863762408385, 144.973820515206 -37.863954360476)",POLLINGTON  TCE,STREET_NAME_EXT_10000_Label,,20160122
417,"LINESTRING (144.968034421304 -37.809232988971, 144.96792061647 -37.809265747442)",CL0077,Street_Label_1000,CL0077,20210923
272,"LINESTRING (144.951532434962 -37.848951295633, 144.959023698196 -37.842322258773)",KERFERD  RD,STREET_NAME_EXT_10000_Label,,20160122
339,"LINESTRING (144.905014111162 -37.787055296696, 144.905171002094 -37.786177631368)",FISHER  PDE,STREET_NAME_EXT_10000_Label,,20160122
397,"LINESTRING (144.91726607875 -37.794973815519, 144.917373351989 -37.794439988446)",REYNOLDS  LANE,Street_Label_2000,Reynolds  Lane,20210923
275,"LINESTRING (144.986244209704 -37.867829485871, 144.979862116052 -37.866988639822, 144.979676559489 -37.866964324967, 144.979440741446 -37.866939835442, 144.979217351184 -37.866932592763, 144.97897658384 -37.866931863215, 144.978726849882 -37.86694460669, 144.978437504705 -37.866990734421)",CARLISLE  ST,STREET_NAME_EXT_10000_Label,,20160122
82,"LINESTRING (144.975472792978 -37.859012787184, 144.976053279079 -37.859616646039)",BELLS  LA,STREET_NAME_EXT_5000_Label,,20160122
58,"LINESTRING (144.978127721036 -37.863521691762, 144.979876872894 -37.862488602779)",NEPTUNE  ST,STREET_NAME_EXT_5000_Label,,20160122
239,"LINESTRING (144.940937573642 -37.836470745378, 144.942050449623 -37.838297905615)",FARRELL  ST,STREET_NAME_EXT_10000_Label,,20160122
182,"LINESTRING (144.97575318375 -37.792918015486, 144.975962775429 -37.791717809062)",NICHOLSON  ST,STREET_NAME_EXT_10000_Label,,20160122
146,"LINESTRING (144.915425328175 -37.838620311173, 144.915670412434 -37.839323903242)",TODD  RD,STREET_NAME_EXT_10000_Label,,20160122
138,"LINESTRING (144.952197950485 -37.837929480503, 144.971417525445 -37.832375780761)",PARK  ST,STREET_NAME_EXT_10000_Label,,20160122
26,"LINESTRING (144.965944387985 -37.812371981595, 144.966159226074 -37.812837699633, 144.966214013772 -37.812849631287, 144.966362926703 -37.813172316432)",KMART  CENTRE,Arcade_Label,Kmart  Centre,20210528
30,"LINESTRING (144.958740408814 -37.851793679715, 144.960076098298 -37.852489266813)",ASHWORTH  ST,STREET_NAME_EXT_5000_Label,,20160122
74,"LINESTRING (144.964994530516 -37.784967222021, 144.965145739477 -37.784016973578)",ARNOLD  ST,STREET_NAME_EXT_10000_Label,,20160122
195,"LINESTRING (144.98141766026 -37.808502436453, 144.981636879548 -37.807194196112)",GORE  ST,STREET_NAME_EXT_10000_Label,,20160122
253,"LINESTRING (144.948620501402 -37.836899183606, 144.951381550094 -37.837858265499)",MOUNTAIN  ST,STREET_NAME_EXT_10000_Label,,20160122
49,"LINESTRING (144.942667676721 -37.838949922218, 144.942271476543 -37.839387021699)",KYME  PL,STREET_NAME_EXT_5000_Label,,20160122
7,"LINESTRING (144.990166513055 -37.817568081162, 144.991715433583 -37.817742917027)",BRIDGE  RD,STREET_NAME_EXT_10000_Label,,20160122
112,"LINESTRING (144.931212324049 -37.798409063642, 144.931090562998 -37.798434806857)",PL5001,Street_Label_1000,PL5001,20210923
111,"LINESTRING (144.972237117276 -37.862995502655, 144.972126201107 -37.863798597357, 144.972116003996 -37.864170736612, 144.972137812085 -37.864301926249, 144.972356686352 -37.86465788896, 144.972638214769 -37.865045117934, 144.972860950108 -37.865260270777, 144.973134469215 -37.865476296877, 144.973483614427 -37.865713750372, 144.973807002271 -37.865961282386)",LOWER  ESPLANADE,STREET_NAME_EXT_10000_Label,,20160122
16,"LINESTRING (144.985935380718 -37.841689942184, 144.990827276274 -37.842346110942)",FAWKNER  ST,STREET_NAME_EXT_10000_Label,,20160122
42,"LINESTRING (144.980946641411 -37.858372657068, 144.982549516126 -37.857411750681)",PATTISON  ST,STREET_NAME_EXT_10000_Label,,20160122
90,"LINESTRING (144.953606885137 -37.847525308088, 144.956125923493 -37.84882207163)",LITTLE PAGE  ST,STREET_NAME_EXT_5000_Label,,20160122
133,"LINESTRING (144.98467565774 -37.848382854453, 144.986046472759 -37.848563848121)",GREVILLE  ST,STREET_NAME_EXT_10000_Label,,20160122
224,"LINESTRING (144.987687168678 -37.809134157669, 144.987903059592 -37.807845167154)",ROKEBY  ST,STREET_NAME_EXT_10000_Label,,20160122
66,"LINESTRING (144.945170729729 -37.776094660145, 144.945351128779 -37.775157268769)",FLEMING  ST,STREET_NAME_EXT_10000_Label,,20160122
124,"LINESTRING (144.988784456305 -37.824652355415, 145.009970582385 -37.827037642507)",SWAN  ST,STREET_NAME_EXT_10000_Label,,20160122
69,"LINESTRING (144.960231525203 -37.777908005951, 144.960388355661 -37.77695226779)",ROYAL  PDE,STREET_NAME_EXT_10000_Label,,20160122
28,"LINESTRING (144.960025342176 -37.796613698945, 144.960170837195 -37.796621579363, 144.960300751902 -37.796572854426, 144.960515932011 -37.79653696265, 144.96058884959 -37.796481696336, 144.960626404789 -37.796408785344, 144.960644977476 -37.79625050597)",PROFESSORS  ROAD,Arcade_Label,Professors  Road,20210528
74,"LINESTRING (144.976016822986 -37.860814140108, 144.976439209087 -37.861282806996)",JACKSON  ST,STREET_NAME_EXT_5000_Label,,20160122
344,"LINESTRING (144.969637942699 -37.831630208209, 144.952539910674 -37.836575935004)",BANK  ST,STREET_NAME_EXT_10000_Label,,20160122
81,"LINESTRING (144.950063812584 -37.848275916283, 144.950965250081 -37.847186917845, 144.951245734245 -37.846846583394, 144.951887076888 -37.846059912074, 144.952848218342 -37.844910569093)",PHILLIPSON  ST,STREET_NAME_EXT_10000_Label,,20160122
1157,"LINESTRING (144.964197745545 -37.815477796218, 144.964052857625 -37.815158435845)",BALCOMBE  PLACE,Street_Label_2000,Balcombe  Place,20210923
1254,"LINESTRING (144.976773137174 -37.809070236519, 144.978246271899 -37.80922932832)",BIONIC EAR LANE,Street_Label_2000,Bionic Ear Lane,20210923
